Resource ID,Service Name,Usage Quantity,Usage Unit,Region / Zone,CPU Utilization (%),Memory Utilization (%),Network Inbound Data (Bytes),Network Outbound Data (Bytes),Usage Start Date,Usage End Date,Cost per Quantity ($),Unrounded Cost ($),Rounded Cost ($),Total Cost (INR)
resource_603,Artifact Registry,66.4649,GB,asia-south1,68.48,71.29,9.0176E+11,9.02201E+11,2022-01-29 10:00:00,2022-02-12 20:00:00,0.2123,14.11049827,14,1162
resource_182,Cloud Scheduler,826,Requests,asia-east1,73.6,72.11,5.68852E+11,5.69371E+11,2022-01-29 10:00:00,2022-02-01 01:00:00,2.9328,2422.4928,2422,201026
resource_657,Cloud Tasks,496,Requests,asia-south1,74.77,35.71,5.43039E+11,5.43893E+11,2022-01-29 10:00:00,2022-02-04 14:00:00,0.5005,248.248,248,20584
resource_605,Compute Engine,42,Hours,europe-west1,66.71,61.6,3.25439E+11,3.26297E+11,2022-01-29 10:00:00,2022-01-31 04:00:00,8.3635,351.267,351,29133
resource_903,Dialogflow,87,Requests,asia-south1,6.66,14.58,2.72169E+11,2.7287E+11,2022-01-29 10:00:00,2022-02-03 16:00:00,0.9322,81.1014,81,6723
resource_146,Cloud Tasks,952,Requests,us-east1,41.66,98.61,7.41118E+11,7.41943E+11,2022-01-29 10:00:00,2022-02-12 19:00:00,8.3001,7901.6952,7902,655866
resource_24,Cloud Storage,35.1224,GB,us-east1,48.9,56.36,3.06999E+11,3.07247E+11,2022-01-29 10:00:00,2022-02-07 00:00:00,9.5648,335.9387315,336,27888
resource_523,Cloud Scheduler,274,Requests,asia-south1,1.57,32.14,59624824728,59954449560,2022-01-29 11:00:00,2022-01-30 01:00:00,7.6544,2097.3056,2097,174051
resource_154,Cloud CDN,688,Requests,us-central1,3.68,70.74,1.50835E+11,1.51647E+11,2022-01-29 11:00:00,2022-02-04 18:00:00,5.8723,4040.1424,4040,335320
resource_177,Cloud Scheduler,869,Requests,asia-south1,85.49,50.26,4.65971E+11,4.6641E+11,2022-01-29 11:00:00,2022-02-02 15:00:00,6.0353,5244.6757,5245,435335
resource_816,Cloud Memorystore,20.4672,GB,us-central1,88.71,96.72,30536380092,30788578932,2022-01-29 11:00:00,2022-02-01 07:00:00,3.4698,71.01709056,71,5893
resource_698,App Engine,55,Hours,us-east1,33.12,32.13,12499030736,13158676180,2022-01-29 11:00:00,2022-01-31 18:00:00,1.8951,104.2305,104,8632
resource_423,Cloud Dataproc,91,Hours,asia-east1,13.19,45.66,1.83101E+11,1.83663E+11,2022-01-29 11:00:00,2022-02-02 06:00:00,2.1847,198.8077,199,16517
resource_317,Cloud Build,935,Requests,asia-south1,50.31,55.82,50980983636,51903059258,2022-01-29 11:00:00,2022-02-10 07:00:00,3.0408,2843.148,2843,235969
resource_119,Artifact Registry,59.7918,GB,europe-west1,80.81,40.28,5.91364E+11,5.91992E+11,2022-01-29 12:00:00,2022-02-05 06:00:00,7.319,437.6161842,438,36354
resource_229,App Engine,71,Hours,us-west1,10.83,0.83,55672035246,56442592900,2022-01-29 12:00:00,2022-02-01 11:00:00,7.9644,565.4724,565,46895
resource_499,Cloud Logging,43.6725,GB,europe-west1,4.13,40.94,4.8217E+11,4.82541E+11,2022-01-29 12:00:00,2022-01-31 04:00:00,6.1396,268.131681,268,22244
resource_233,Cloud Scheduler,753,Requests,us-central1,59.38,85.33,3.30688E+11,3.31475E+11,2022-01-29 12:00:00,2022-02-10 10:00:00,4.1149,3098.5197,3099,257217
resource_338,Cloud CDN,668,Requests,us-central1,31.97,57.95,2.12473E+11,2.13384E+11,2022-01-29 12:00:00,2022-02-07 08:00:00,4.7036,3142.0048,3142,260786
resource_998,Cloud CDN,201,Requests,us-central1,44.56,23.35,2.68784E+11,2.69372E+11,2022-01-29 13:00:00,2022-01-31 08:00:00,8.975,1803.975,1804,149732
resource_238,Artifact Registry,94.411,GB,europe-west1,21.98,26.95,4.09474E+11,4.1024E+11,2022-01-29 13:00:00,2022-01-31 23:00:00,2.5897,244.4961667,244,20252
resource_401,Secret Manager,686,Requests,us-central1,36.31,58.72,4.13173E+11,4.13927E+11,2022-01-29 13:00:00,2022-02-07 14:00:00,6.252,4288.872,4289,355987
resource_891,Dialogflow,806,Requests,us-central1,4.65,57.92,7.76696E+11,7.76903E+11,2022-01-29 13:00:00,2022-01-31 05:00:00,7.9898,6439.7788,6440,534520
resource_536,Cloud Storage,66.9584,GB,us-central1,11.51,19.95,5.11648E+11,5.12365E+11,2022-01-29 13:00:00,2022-02-01 13:00:00,3.1698,212.2447363,212,17596
resource_112,Cloud Tasks,780,Requests,europe-west1,0.53,27.81,8.87715E+11,8.87959E+11,2022-01-29 13:00:00,2022-02-04 16:00:00,6.175,4816.5,4816,399728
resource_921,Cloud Filestore,24.6413,GB,asia-south1,83.08,31.79,99981317378,1.00236E+11,2022-01-29 13:00:00,2022-02-01 03:00:00,3.5263,86.89261619,87,7221
resource_103,Cloud Logging,15.1739,GB,asia-south1,99.12,90.71,8.59529E+11,8.59991E+11,2022-01-29 13:00:00,2022-02-03 02:00:00,2.3155,35.13516545,35,2905
resource_841,Dialogflow,271,Requests,asia-east1,4.99,72.85,9.17878E+11,9.18592E+11,2022-01-29 13:00:00,2022-02-01 04:00:00,5.5929,1515.6759,1516,125828
resource_91,Artifact Registry,52.1158,GB,us-west1,7.89,74.56,3.54424E+11,3.54721E+11,2022-01-29 13:00:00,2022-02-05 02:00:00,3.4106,177.7461475,178,14774
resource_658,Cloud Spanner,42,Hours,asia-south1,47.94,60.02,5.28005E+11,5.28747E+11,2022-01-29 13:00:00,2022-01-31 07:00:00,2.251,94.542,95,7885
resource_263,Cloud Spanner,167,Hours,us-west1,38.44,10.67,9.16491E+11,9.16751E+11,2022-01-29 13:00:00,2022-02-05 12:00:00,6.8536,1144.5512,1145,95035
resource_278,Cloud Build,192,Requests,europe-west1,90.3,29.47,8.00551E+11,8.01131E+11,2022-01-29 14:00:00,2022-02-08 18:00:00,6.6373,1274.3616,1274,105742
resource_496,Cloud Monitoring,58.893,GB,asia-south1,94.06,94.33,13067908983,13712989030,2022-01-29 14:00:00,2022-02-01 13:00:00,2.5537,150.3950541,150,12450
resource_416,Secret Manager,60,Requests,us-west1,65.6,42.3,15627673784,16220931944,2022-01-29 14:00:00,2022-01-30 17:00:00,8.1882,491.292,491,40753
resource_181,Cloud Spanner,41,Hours,europe-west1,21,91.45,2.8568E+11,2.85989E+11,2022-01-29 14:00:00,2022-01-31 07:00:00,2.166,88.806,89,7387
resource_785,Cloud Functions,301,Requests,us-central1,77.99,80.52,8.5282E+11,8.5345E+11,2022-01-29 14:00:00,2022-01-30 13:00:00,7.8174,2353.0374,2353,195299
resource_791,Cloud Pub/Sub,250,Requests,asia-south1,51.78,52.29,47620464232,48162719236,2022-01-29 14:00:00,2022-01-31 09:00:00,2.8671,716.775,717,59511
resource_83,BigQuery,799,Requests,us-west1,39.91,99.51,7.77851E+11,7.78638E+11,2022-01-29 15:00:00,2022-01-30 19:00:00,9.8636,7881.0164,7881,654123
resource_488,Cloud Filestore,62.3514,GB,asia-east1,94.99,36.52,3.13955E+11,3.14244E+11,2022-01-29 15:00:00,2022-02-06 08:00:00,8.8552,552.1341173,552,45816
resource_175,Secret Manager,155,Requests,us-central1,31.08,6.21,9.41019E+11,9.41315E+11,2022-01-29 15:00:00,2022-01-30 23:00:00,4.4199,685.0845,685,56855
resource_997,Cloud CDN,805,Requests,us-east1,2.63,1.77,8.77E+11,8.77439E+11,2022-01-29 15:00:00,2022-02-12 17:00:00,1.3792,1110.256,1110,92130
resource_709,Secret Manager,599,Requests,us-west1,11.7,48.54,8.10162E+11,8.10371E+11,2022-01-29 15:00:00,2022-01-31 00:00:00,1.9086,1143.2514,1143,94869
resource_170,Cloud Spanner,192,Hours,us-east1,66.94,33.65,2.27288E+11,2.28009E+11,2022-01-29 16:00:00,2022-02-06 16:00:00,6.5,1248,1248,103584
resource_330,App Engine,30,Hours,us-west1,47.15,67.34,8.67588E+11,8.68119E+11,2022-01-29 16:00:00,2022-01-30 22:00:00,7.3447,220.341,220,18260
resource_280,Cloud Dataflow,37,Hours,us-east1,78.02,80.93,8.28361E+11,8.28864E+11,2022-01-29 16:00:00,2022-01-31 05:00:00,6.584,243.608,244,20252
resource_169,Cloud Dataproc,348,Hours,us-east1,43.88,27.19,5.60399E+11,5.60512E+11,2022-01-29 16:00:00,2022-02-13 04:00:00,6.1824,2151.4752,2151,178533
resource_982,Cloud Spanner,41,Hours,asia-east1,31.47,17.79,5.49183E+11,5.50179E+11,2022-01-29 16:00:00,2022-01-31 09:00:00,7.9492,325.9172,326,27058
resource_576,Compute Engine,60,Hours,asia-east1,92.46,64.55,9.88776E+11,9.89234E+11,2022-01-29 16:00:00,2022-02-01 04:00:00,1.5647,93.882,94,7802
resource_193,Cloud Dataproc,147,Hours,us-west1,4.12,77.03,2.95688E+11,2.96033E+11,2022-01-29 17:00:00,2022-02-04 20:00:00,8.5933,1263.2151,1263,104829
resource_265,Cloud Logging,28.9227,GB,us-central1,4.59,54.07,2.0885E+11,2.09637E+11,2022-01-29 17:00:00,2022-02-02 02:00:00,3.4963,101.122436,101,8383
resource_249,Cloud Filestore,99.2547,GB,us-central1,54.25,34.83,8.56371E+11,8.56466E+11,2022-01-29 17:00:00,2022-02-08 01:00:00,1.5127,150.1425847,150,12450
resource_269,Compute Engine,92,Hours,us-central1,89.73,38.15,64909863563,65703519804,2022-01-29 17:00:00,2022-02-02 13:00:00,4.0624,373.7408,374,31042
resource_8,Cloud Monitoring,21.8021,GB,europe-west1,70.18,33.76,2.55999E+11,2.56693E+11,2022-01-29 17:00:00,2022-02-12 22:00:00,5.7879,126.1883746,126,10458
resource_116,Cloud Storage,29.9058,GB,us-central1,34.3,10.07,6.5317E+11,6.53629E+11,2022-01-29 18:00:00,2022-02-01 03:00:00,0.2738,8.18820804,8,664
resource_812,Cloud Dataproc,275,Hours,asia-east1,49.43,96.4,9.89341E+11,9.89987E+11,2022-01-29 18:00:00,2022-02-10 05:00:00,8.2557,2270.3175,2270,188410
resource_902,Artifact Registry,61.0644,GB,us-central1,14.25,60.79,3.21963E+11,3.22951E+11,2022-01-29 18:00:00,2022-02-03 10:00:00,2.899,177.0256956,177,14691
resource_795,Cloud Functions,777,Requests,asia-south1,36.65,85.72,8.66216E+11,8.66883E+11,2022-01-29 18:00:00,2022-01-31 16:00:00,4.9013,3808.3101,3808,316064
resource_737,Cloud Memorystore,87.6926,GB,us-east1,35.16,39.25,4.50324E+11,4.50936E+11,2022-01-29 18:00:00,2022-01-31 01:00:00,1.6842,147.6918769,148,12284
resource_217,Cloud Monitoring,72.3454,GB,us-west1,54.43,29.12,3.76209E+11,3.76581E+11,2022-01-29 18:00:00,2022-01-29 21:00:00,9.6254,696.3534132,696,57768
resource_74,Cloud Tasks,241,Requests,asia-east1,75.09,11.16,6.77716E+11,6.78096E+11,2022-01-29 19:00:00,2022-02-07 07:00:00,3.3548,808.5068,809,67147
resource_10,Cloud Build,907,Requests,us-central1,87.13,60.53,2.98258E+11,2.99013E+11,2022-01-29 19:00:00,2022-02-08 14:00:00,6.2263,5647.2541,5647,468701
resource_251,Cloud Storage,36.3483,GB,asia-east1,75.59,96,7.99714E+11,7.99897E+11,2022-01-29 19:00:00,2022-01-31 09:00:00,9.9935,363.2467361,363,30129
resource_784,Cloud Armor,719,Requests,us-west1,39.98,1.58,7.41347E+11,7.41588E+11,2022-01-29 19:00:00,2022-02-05 15:00:00,6.4714,4652.9366,4653,386199
resource_264,Cloud Dataflow,302,Hours,us-central1,39.66,29.76,9.96669E+11,9.97572E+11,2022-01-29 19:00:00,2022-02-11 09:00:00,1.3212,399.0024,399,33117
resource_343,Cloud Filestore,32.2639,GB,asia-east1,22.38,81.28,2.73202E+11,2.74099E+11,2022-01-29 19:00:00,2022-02-09 07:00:00,1.1923,38.46824797,38,3154
resource_966,Cloud Armor,527,Requests,us-east1,10.11,17.18,6.25785E+11,6.2661E+11,2022-01-29 20:00:00,2022-02-05 02:00:00,6.7899,3578.2773,3578,296974
resource_674,App Engine,162,Hours,europe-west1,8.4,27.52,1.26495E+11,1.27341E+11,2022-01-29 20:00:00,2022-02-05 14:00:00,7.6324,1236.4488,1236,102588
resource_884,BigQuery,404,Requests,us-central1,8.33,49.05,4.09385E+11,4.09454E+11,2022-01-29 20:00:00,2022-02-07 13:00:00,2.4689,997.4356,997,82751
resource_190,Cloud Functions,920,Requests,asia-east1,71.01,46.72,3.27176E+11,3.27725E+11,2022-01-29 20:00:00,2022-02-02 04:00:00,8.0839,7437.188,7437,617271
resource_686,Cloud Filestore,20.3287,GB,europe-west1,98.79,3.44,2.31696E+11,2.31784E+11,2022-01-29 20:00:00,2022-01-31 20:00:00,6.9494,141.2722678,141,11703
resource_612,Cloud CDN,116,Requests,asia-south1,78.3,62.48,8.31518E+11,8.31578E+11,2022-01-29 20:00:00,2022-01-30 17:00:00,4.6526,539.7016,540,44820
resource_606,Cloud Build,497,Requests,europe-west1,11.05,77.94,2.72119E+11,2.72548E+11,2022-01-29 20:00:00,2022-02-04 15:00:00,7.3557,3655.7829,3656,303448
resource_691,Artifact Registry,44.3799,GB,asia-east1,75.27,49.7,3.59894E+11,3.60681E+11,2022-01-29 20:00:00,2022-02-03 00:00:00,3.6353,161.3342505,161,13363
resource_972,Cloud Storage,50.4618,GB,us-central1,4.33,50.61,5.65963E+11,5.66537E+11,2022-01-29 20:00:00,2022-02-15 09:00:00,8.9073,449.4783911,449,37267
resource_217,Cloud Monitoring,38.5934,GB,us-west1,58.06,80.45,1.54013E+11,1.54046E+11,2022-01-29 21:00:00,2022-02-03 09:00:00,0.804,31.0290936,31,2573
resource_669,Dialogflow,735,Requests,us-west1,43.87,95.01,2.46281E+11,2.46522E+11,2022-01-29 21:00:00,2022-02-01 10:00:00,3.1865,2342.0775,2342,194386
resource_875,Cloud Run,142,Requests,us-west1,37.43,66.51,1.94986E+11,1.95837E+11,2022-01-29 21:00:00,2022-02-03 13:00:00,3.2575,462.565,463,38429
resource_352,Cloud Pub/Sub,743,Requests,us-east1,36.84,28.41,5.27924E+11,5.28892E+11,2022-01-29 21:00:00,2022-02-16 12:00:00,1.233,916.119,916,76028
resource_528,Compute Engine,153,Hours,asia-east1,3.21,88.14,8.00407E+11,8.01361E+11,2022-01-29 21:00:00,2022-02-05 06:00:00,7.5172,1150.1316,1150,95450
resource_333,Cloud Run,935,Requests,asia-east1,0.01,92.44,6.13149E+11,6.13326E+11,2022-01-29 21:00:00,2022-01-30 10:00:00,6.6141,6184.1835,6184,513272
resource_268,Cloud Dataproc,86,Hours,asia-south1,53.49,70.84,3.13196E+11,3.13396E+11,2022-01-29 21:00:00,2022-02-02 11:00:00,0.9052,77.8472,78,6474
resource_148,Cloud Armor,304,Requests,europe-west1,37.32,21.49,5.1043E+11,5.10431E+11,2022-01-29 21:00:00,2022-02-02 21:00:00,5.9013,1793.9952,1794,148902
resource_109,Cloud SQL,132,Hours,us-east1,24.97,12.37,8.27342E+11,8.27494E+11,2022-01-29 21:00:00,2022-02-04 09:00:00,3.4773,459.0036,459,38097
resource_347,Cloud Spanner,150,Hours,us-central1,29.99,51.55,8.01534E+11,8.0225E+11,2022-01-29 22:00:00,2022-02-05 04:00:00,5.8214,873.21,873,72459
resource_228,Cloud Monitoring,45.0469,GB,europe-west1,76.14,14.57,38762458614,38784060758,2022-01-29 22:00:00,2022-01-30 13:00:00,1.0342,46.58750398,47,3901
resource_909,Cloud Armor,110,Requests,asia-south1,39.31,57.79,2.8205E+11,2.82835E+11,2022-01-29 22:00:00,2022-02-05 08:00:00,0.9559,105.149,105,8715
resource_92,Cloud Memorystore,25.2969,GB,us-west1,90.45,22.2,16448256742,16695219722,2022-01-29 22:00:00,2022-01-31 08:00:00,4.1607,105.2528118,105,8715
resource_926,Cloud Tasks,971,Requests,us-east1,64.11,16.42,1.41543E+11,1.42232E+11,2022-01-29 22:00:00,2022-01-31 11:00:00,2.5471,2473.2341,2473,205259
resource_221,Cloud Storage,25.5712,GB,europe-west1,94.18,81.63,9.16795E+11,9.17082E+11,2022-01-29 22:00:00,2022-02-03 18:00:00,6.5056,166.3559987,166,13778
resource_461,Secret Manager,962,Requests,us-east1,78.24,76.61,7.44282E+11,7.44328E+11,2022-01-29 23:00:00,2022-01-31 18:00:00,7.5525,7265.505,7266,603078
resource_43,Cloud SQL,228,Hours,asia-east1,3.68,12.76,8.73217E+11,8.73681E+11,2022-01-29 23:00:00,2022-02-08 11:00:00,8.5151,1941.4428,1941,161103
resource_253,Cloud Memorystore,85.3804,GB,europe-west1,31.13,33.29,3.94665E+11,3.95257E+11,2022-01-29 23:00:00,2022-01-30 12:00:00,0.4791,40.90574964,41,3403
resource_969,Cloud Filestore,97.908,GB,asia-east1,82.21,94.79,3.25193E+11,3.25814E+11,2022-01-29 23:00:00,2022-02-07 18:00:00,5.1402,503.2667016,503,41749
resource_955,Artifact Registry,27.5881,GB,asia-east1,20.61,49.02,3.8335E+11,3.84035E+11,2022-01-29 23:00:00,2022-01-30 14:00:00,3.5337,97.48806897,97,8051
resource_572,Cloud Armor,719,Requests,europe-west1,2.77,10.88,8.95626E+11,8.95708E+11,2022-01-29 23:00:00,2022-02-01 21:00:00,2.4126,1734.6594,1735,144005
resource_558,Artifact Registry,64.416,GB,asia-east1,59.58,40.13,9.895E+11,9.90108E+11,2022-01-29 23:00:00,2022-01-30 18:00:00,6.3892,411.5667072,412,34196
resource_946,Cloud Logging,53.6962,GB,europe-west1,78.65,70.1,6.07878E+11,6.08608E+11,2022-01-29 23:00:00,2022-02-01 10:00:00,7.3259,393.3729916,393,32619
resource_284,Cloud Spanner,228,Hours,us-east1,55.55,89.17,2.19908E+11,2.20702E+11,2022-01-30 00:00:00,2022-02-08 12:00:00,7.5267,1716.0876,1716,142428
resource_947,Cloud Armor,521,Requests,asia-south1,87.4,39.38,9.35127E+11,9.3549E+11,2022-01-30 00:00:00,2022-02-14 13:00:00,1.1933,621.7093,622,51626
resource_223,Cloud Dataproc,616,Hours,europe-west1,20.45,80.8,8.3527E+11,8.35764E+11,2022-01-30 00:00:00,2022-02-24 16:00:00,8.3114,5119.8224,5120,424960
resource_315,Cloud Scheduler,397,Requests,us-west1,40.85,30.1,6.67096E+11,6.67364E+11,2022-01-30 00:00:00,2022-02-03 21:00:00,9.3133,3697.3801,3697,306851
resource_708,Cloud Dataflow,221,Hours,us-central1,18.97,64.9,9.76623E+11,9.77345E+11,2022-01-30 00:00:00,2022-02-08 05:00:00,0.3456,76.3776,76,6308
resource_552,Cloud Filestore,32.9717,GB,us-east1,61.93,56.45,3.76345E+11,3.76529E+11,2022-01-30 00:00:00,2022-02-08 15:00:00,6.9595,229.4665462,229,19007
resource_981,Cloud Filestore,60.3787,GB,us-east1,98.29,30.62,4.81128E+11,4.81844E+11,2022-01-30 00:00:00,2022-02-12 11:00:00,3.1036,187.3913333,187,15521
resource_393,Cloud SQL,60,Hours,us-central1,42.63,84.76,16354152224,16676474208,2022-01-30 00:00:00,2022-02-01 12:00:00,3.4281,205.686,206,17098
resource_250,Cloud Armor,457,Requests,us-west1,48.85,91.89,4.03349E+11,4.03372E+11,2022-01-30 01:00:00,2022-01-31 14:00:00,5.6403,2577.6171,2578,213974
resource_779,Cloud Scheduler,228,Requests,us-west1,77.84,89.07,12561991981,13376483426,2022-01-30 01:00:00,2022-02-02 15:00:00,9.897,2256.516,2257,187331
resource_936,Cloud Spanner,12,Hours,asia-south1,34.88,18.05,5.15041E+11,5.15085E+11,2022-01-30 01:00:00,2022-01-30 13:00:00,5.4916,65.8992,66,5478
resource_239,Cloud SQL,61,Hours,us-central1,55.98,66.27,7.5467E+11,7.55555E+11,2022-01-30 01:00:00,2022-02-01 14:00:00,7.8152,476.7272,477,39591
resource_711,Compute Engine,182,Hours,europe-west1,44.83,25.51,4.61435E+11,4.62219E+11,2022-01-30 01:00:00,2022-02-06 15:00:00,5.9782,1088.0324,1088,90304
resource_523,Cloud Scheduler,649,Requests,asia-south1,53.57,64.05,1.44354E+11,1.45316E+11,2022-01-30 01:00:00,2022-01-31 10:00:00,9.3552,6071.5248,6072,503976
resource_211,Cloud Build,740,Requests,europe-west1,94.11,49.66,6.90882E+11,6.91731E+11,2022-01-30 02:00:00,2022-02-02 10:00:00,7.3572,5444.328,5444,451852
resource_44,Cloud Spanner,296,Hours,asia-east1,86.7,71.55,7.64629E+11,7.64996E+11,2022-01-30 02:00:00,2022-02-11 10:00:00,1.4646,433.5216,434,36022
resource_740,Cloud CDN,909,Requests,us-central1,96.49,84.3,60232197041,61056126718,2022-01-30 02:00:00,2022-02-05 23:00:00,8.8254,8022.2886,8022,665826
resource_962,Cloud Memorystore,82.8233,GB,europe-west1,14.35,82.17,6.87173E+11,6.87561E+11,2022-01-30 02:00:00,2022-02-02 07:00:00,2.2924,189.8641329,190,15770
resource_309,Cloud Monitoring,24.7884,GB,us-central1,42.79,79.48,4.8257E+11,4.83413E+11,2022-01-30 02:00:00,2022-02-06 13:00:00,3.6676,90.91393584,91,7553
resource_188,Cloud Logging,37.3896,GB,us-east1,13.17,93.13,3.09705E+11,3.10392E+11,2022-01-30 02:00:00,2022-02-02 17:00:00,4.68,174.983328,175,14525
resource_866,Cloud CDN,748,Requests,asia-east1,93.33,11.17,31527199808,32200118721,2022-01-30 03:00:00,2022-02-08 09:00:00,1.2659,946.8932,947,78601
resource_809,Cloud Dataflow,64,Hours,us-central1,63.54,99.38,6.24223E+11,6.2492E+11,2022-01-30 03:00:00,2022-02-01 19:00:00,4.6314,296.4096,296,24568
resource_405,Cloud SQL,6,Hours,europe-west1,13.18,46.15,2.26745E+11,2.2734E+11,2022-01-30 03:00:00,2022-01-30 09:00:00,6.6649,39.9894,40,3320
resource_383,Cloud Logging,25.1991,GB,asia-south1,18,88.59,3.07107E+11,3.07277E+11,2022-01-30 03:00:00,2022-02-08 13:00:00,3.9767,100.209261,100,8300
resource_474,Artifact Registry,47.2521,GB,us-east1,11.58,63.93,8.59207E+11,8.59354E+11,2022-01-30 03:00:00,2022-02-11 10:00:00,1.7349,81.97766829,82,6806
resource_865,Cloud Build,78,Requests,asia-east1,97.93,47.36,88019550202,88538608119,2022-01-30 03:00:00,2022-01-31 02:00:00,7.0433,549.3774,549,45567
resource_21,Cloud Tasks,759,Requests,asia-east1,24.12,36.93,4.76053E+11,4.76467E+11,2022-01-30 03:00:00,2022-01-31 04:00:00,4.0787,3095.7333,3096,256968
resource_555,Cloud SQL,10,Hours,asia-east1,45.52,36.79,4.83676E+11,4.83924E+11,2022-01-30 03:00:00,2022-01-30 13:00:00,7.222,72.22,72,5976
resource_79,Cloud Logging,15.5659,GB,us-east1,30.73,11.67,60234379420,60497169958,2022-01-30 03:00:00,2022-02-02 20:00:00,3.8234,59.51466206,60,4980
resource_570,Cloud CDN,531,Requests,asia-east1,8.65,93.35,8.83095E+11,8.83607E+11,2022-01-30 03:00:00,2022-02-16 01:00:00,8.3429,4430.0799,4430,367690
resource_366,App Engine,356,Hours,us-central1,98.21,71.06,7.4829E+11,7.4836E+11,2022-01-30 03:00:00,2022-02-13 23:00:00,6.8483,2437.9948,2438,202354
resource_638,Cloud Functions,876,Requests,us-central1,32.83,91.91,5.01476E+11,5.021E+11,2022-01-30 04:00:00,2022-01-31 04:00:00,5.6623,4960.1748,4960,411680
resource_493,Cloud SQL,156,Hours,us-central1,97.76,78.33,7.17897E+11,7.18396E+11,2022-01-30 04:00:00,2022-02-05 16:00:00,0.1202,18.7512,19,1577
resource_173,Cloud Pub/Sub,481,Requests,us-east1,56.74,5.27,4.51071E+11,4.51679E+11,2022-01-30 04:00:00,2022-02-01 01:00:00,3.9226,1886.7706,1887,156621
resource_587,Cloud Monitoring,50.5856,GB,asia-south1,54.74,50.71,1.56741E+11,1.56803E+11,2022-01-30 05:00:00,2022-02-03 14:00:00,6.923,350.2041088,350,29050
resource_218,Cloud Armor,503,Requests,us-west1,10.83,84.67,9.21292E+11,9.22034E+11,2022-01-30 05:00:00,2022-02-01 23:00:00,9.7309,4894.6427,4895,406285
resource_761,Cloud Filestore,57.1767,GB,us-central1,98.52,32.6,9.98692E+11,9.98721E+11,2022-01-30 05:00:00,2022-02-07 02:00:00,1.4859,84.95885853,85,7055
resource_281,Secret Manager,895,Requests,us-west1,26.52,48.65,1.69179E+11,1.69477E+11,2022-01-30 05:00:00,2022-02-10 18:00:00,5.8875,5269.3125,5269,437327
resource_676,Cloud SQL,102,Hours,us-east1,80.85,87.81,1.91832E+11,1.92464E+11,2022-01-30 05:00:00,2022-02-03 11:00:00,8.9007,907.8714,908,75364
resource_202,Cloud Build,993,Requests,europe-west1,87.73,53.37,9.74038E+11,9.74656E+11,2022-01-30 05:00:00,2022-02-06 19:00:00,9.1665,9102.3345,9102,755466
resource_710,Cloud Spanner,4,Hours,asia-east1,3.89,1.22,4.16271E+11,4.16543E+11,2022-01-30 06:00:00,2022-01-30 10:00:00,5.6552,22.6208,23,1909
resource_593,Cloud Monitoring,10.6071,GB,us-central1,7.57,27.68,5.62058E+11,5.62366E+11,2022-01-30 06:00:00,2022-02-07 17:00:00,2.9821,31.63143291,32,2656
resource_717,Cloud Tasks,61,Requests,us-west1,57.13,45.14,7.64096E+11,7.6506E+11,2022-01-30 06:00:00,2022-01-30 10:00:00,9.3864,572.5704,573,47559
resource_731,Secret Manager,460,Requests,us-central1,88.5,22.07,1.44816E+11,1.452E+11,2022-01-30 06:00:00,2022-02-25 08:00:00,0.8666,398.636,399,33117
resource_35,App Engine,3,Hours,europe-west1,14.79,88.85,4.5603E+11,4.56242E+11,2022-01-30 06:00:00,2022-01-30 09:00:00,6.2381,18.7143,19,1577
resource_316,Dialogflow,151,Requests,europe-west1,69.25,68.6,1.39205E+11,1.4004E+11,2022-01-30 06:00:00,2022-01-30 09:00:00,9.0859,1371.9709,1372,113876
resource_592,Cloud Spanner,125,Hours,us-central1,72.2,88.95,4.30256E+11,4.3052E+11,2022-01-30 06:00:00,2022-02-04 11:00:00,9.8075,1225.9375,1226,101758
resource_699,Cloud Build,885,Requests,us-central1,42.58,60.48,9.32871E+11,9.33388E+11,2022-01-30 06:00:00,2022-01-31 04:00:00,7.8305,6929.9925,6930,575190
resource_873,Cloud CDN,666,Requests,us-west1,60.78,4.95,7.423E+11,7.42846E+11,2022-01-30 06:00:00,2022-02-05 16:00:00,9.6893,6453.0738,6453,535599
resource_733,Cloud SQL,47,Hours,us-west1,69.19,5.58,4.73848E+11,4.74132E+11,2022-01-30 06:00:00,2022-02-01 05:00:00,3.4024,159.9128,160,13280
resource_582,Artifact Registry,96.3344,GB,asia-east1,77.93,38.7,2.83973E+11,2.83977E+11,2022-01-30 07:00:00,2022-02-07 16:00:00,1.0358,99.78317152,100,8300
resource_246,Secret Manager,330,Requests,us-central1,19.51,70.45,4.17403E+11,4.17983E+11,2022-01-30 07:00:00,2022-02-17 06:00:00,6.8867,2272.611,2273,188659
resource_286,Cloud Scheduler,304,Requests,asia-south1,93.64,97.01,91354375871,91581591610,2022-01-30 07:00:00,2022-01-30 21:00:00,8.0478,2446.5312,2447,203101
resource_262,Cloud Logging,54.595,GB,us-west1,48.88,68.47,7.49369E+11,7.49829E+11,2022-01-30 07:00:00,2022-02-02 02:00:00,2.5832,141.029804,141,11703
resource_486,Compute Engine,704,Hours,us-east1,38.97,74.61,5.83844E+11,5.8477E+11,2022-01-30 07:00:00,2022-02-28 15:00:00,4.6319,3260.8576,3261,270663
resource_700,Cloud Dataproc,379,Hours,us-west1,14.7,86.48,8.32651E+11,8.33094E+11,2022-01-30 07:00:00,2022-02-15 02:00:00,1.181,447.599,448,37184
